rev_id,num_workers_labelling_yes,num_workers_labelling_no,num_workers_disagree,total_labellers,percent_disagree
3807533.0,2,8,2.0,10,0.2
3818098.0,1,9,1.0,10,0.1
3859614.0,1,9,1.0,10,0.1
3861960.0,2,8,2.0,10,0.2
3897427.0,1,9,1.0,10,0.1
4006716.0,4,6,4.0,10,0.4
4045483.0,1,9,1.0,10,0.1
4130503.0,2,8,2.0,10,0.2
4170844.0,1,9,1.0,10,0.1
4189764.0,2,8,2.0,10,0.2
4248772.0,1,9,1.0,10,0.1
4263877.0,1,9,1.0,10,0.1
4270045.0,1,9,1.0,10,0.1
4282271.0,7,3,3.0,10,0.3
4289897.0,1,9,1.0,10,0.1
4317594.0,1,9,1.0,10,0.1
4334457.0,3,7,3.0,10,0.3
4369886.0,1,9,1.0,10,0.1
4425527.0,2,8,2.0,10,0.2
4458846.0,1,9,1.0,10,0.1
4476405.0,5,5,5.0,10,0.5
4486846.0,2,8,2.0,10,0.2
4491835.0,1,9,1.0,10,0.1
4530750.0,1,9,1.0,10,0.1
4569515.0,4,6,4.0,10,0.4
4588052.0,3,7,3.0,10,0.3
4608898.0,1,9,1.0,10,0.1
4611614.0,1,9,1.0,10,0.1
4651312.0,2,7,2.0,9,0.2222222222222222
4691176.0,1,9,1.0,10,0.1
4738159.0,1,9,1.0,10,0.1
4771755.0,4,6,4.0,10,0.4
4788677.0,1,9,1.0,10,0.1
4804786.0,2,8,2.0,10,0.2
4830483.0,2,8,2.0,10,0.2
4836198.0,1,9,1.0,10,0.1
4838322.0,3,7,3.0,10,0.3
4861336.0,1,9,1.0,10,0.1
4864992.0,1,9,1.0,10,0.1
4913793.0,1,9,1.0,10,0.1
4917381.0,1,9,1.0,10,0.1
4924423.0,1,9,1.0,10,0.1
4933493.0,1,9,1.0,10,0.1
4978453.0,1,9,1.0,10,0.1
5037873.0,2,8,2.0,10,0.2
5154663.0,1,9,1.0,10,0.1
5191548.0,2,8,2.0,10,0.2
5195318.0,1,9,1.0,10,0.1
5258851.0,1,9,1.0,10,0.1
5263772.0,1,9,1.0,10,0.1
5277167.0,4,6,4.0,10,0.4
5297687.0,1,9,1.0,10,0.1
5304293.0,1,9,1.0,10,0.1
5374947.0,1,9,1.0,10,0.1
5383088.0,1,9,1.0,10,0.1
5407955.0,1,9,1.0,10,0.1
5437320.0,1,9,1.0,10,0.1
5438461.0,1,9,1.0,10,0.1
5455807.0,1,9,1.0,10,0.1
5473122.0,1,9,1.0,10,0.1
5544806.0,1,9,1.0,10,0.1
5553126.0,1,9,1.0,10,0.1
5567514.0,1,9,1.0,10,0.1
5579038.0,2,8,2.0,10,0.2
5610875.0,8,2,2.0,10,0.2
5623886.0,2,8,2.0,10,0.2
5625901.0,3,7,3.0,10,0.3
5675556.0,1,9,1.0,10,0.1
5687487.0,1,9,1.0,10,0.1
5760889.0,1,9,1.0,10,0.1
5794209.0,1,9,1.0,10,0.1
5796816.0,1,9,1.0,10,0.1
5815399.0,7,3,3.0,10,0.3
5838638.0,2,8,2.0,10,0.2
5865901.0,1,9,1.0,10,0.1
5869608.0,1,9,1.0,10,0.1
5891528.0,1,9,1.0,10,0.1
5896546.0,1,9,1.0,10,0.1
5901647.0,1,9,1.0,10,0.1
5906678.0,1,9,1.0,10,0.1
6029021.0,2,8,2.0,10,0.2
6072758.0,1,9,1.0,10,0.1
6087359.0,1,9,1.0,10,0.1
6105254.0,2,8,2.0,10,0.2
6121539.0,2,8,2.0,10,0.2
6127374.0,1,9,1.0,10,0.1
6149807.0,3,7,3.0,10,0.3
6150317.0,1,9,1.0,10,0.1
6170922.0,1,9,1.0,10,0.1
6245150.0,1,9,1.0,10,0.1
6250034.0,1,9,1.0,10,0.1
6253871.0,1,9,1.0,10,0.1
6270546.0,1,9,1.0,10,0.1
6271233.0,1,9,1.0,10,0.1
6306363.0,1,9,1.0,10,0.1
6404082.0,1,9,1.0,10,0.1
6413308.0,4,6,4.0,10,0.4
6434487.0,1,9,1.0,10,0.1
6452486.0,1,9,1.0,10,0.1
6464166.0,1,9,1.0,10,0.1
6468556.0,7,3,3.0,10,0.3
6471441.0,1,9,1.0,10,0.1
6488164.0,1,9,1.0,10,0.1
6545332.0,9,1,1.0,10,0.1
6545351.0,5,5,5.0,10,0.5
6588630.0,1,9,1.0,10,0.1
6589442.0,5,5,5.0,10,0.5
6612640.0,1,9,1.0,10,0.1
6666315.0,1,9,1.0,10,0.1
6740930.0,1,9,1.0,10,0.1
6759017.0,1,9,1.0,10,0.1
6763370.0,1,9,1.0,10,0.1
6768250.0,2,9,2.0,11,0.18181818181818182
6798473.0,1,9,1.0,10,0.1
6817748.0,1,9,1.0,10,0.1
6854722.0,1,9,1.0,10,0.1
6870561.0,1,9,1.0,10,0.1
6873541.0,2,8,2.0,10,0.2
6876774.0,1,9,1.0,10,0.1
6902427.0,1,9,1.0,10,0.1
6927349.0,1,9,1.0,10,0.1
6941576.0,1,9,1.0,10,0.1
6946076.0,1,9,1.0,10,0.1
6963992.0,2,8,2.0,10,0.2
7028828.0,3,7,3.0,10,0.3
7042829.0,2,8,2.0,10,0.2
7074223.0,4,6,4.0,10,0.4
7123640.0,1,9,1.0,10,0.1
7147812.0,2,8,2.0,10,0.2
7169877.0,1,9,1.0,10,0.1
7189227.0,3,7,3.0,10,0.3
7196849.0,1,9,1.0,10,0.1
7197643.0,3,7,3.0,10,0.3
7206054.0,3,7,3.0,10,0.3
7212324.0,4,6,4.0,10,0.4
7220399.0,1,9,1.0,10,0.1
7249017.0,1,9,1.0,10,0.1
7278426.0,1,10,1.0,11,0.09090909090909091
7288036.0,1,9,1.0,10,0.1
7289873.0,2,8,2.0,10,0.2
7304217.0,1,9,1.0,10,0.1
7319266.0,2,8,2.0,10,0.2
7329192.0,1,9,1.0,10,0.1
7360884.0,1,9,1.0,10,0.1
7392575.0,1,9,1.0,10,0.1
7427711.0,2,8,2.0,10,0.2
7441407.0,1,9,1.0,10,0.1
7491798.0,1,9,1.0,10,0.1
7533350.0,1,9,1.0,10,0.1
7617252.0,1,9,1.0,10,0.1
7623425.0,1,9,1.0,10,0.1
7660001.0,4,6,4.0,10,0.4
7693029.0,3,8,3.0,11,0.2727272727272727
7697114.0,1,9,1.0,10,0.1
7699727.0,1,9,1.0,10,0.1
7708336.0,2,8,2.0,10,0.2
7717319.0,1,9,1.0,10,0.1
7731806.0,3,7,3.0,10,0.3
7733587.0,3,7,3.0,10,0.3
7740725.0,1,9,1.0,10,0.1
7783959.0,1,9,1.0,10,0.1
7786680.0,1,9,1.0,10,0.1
7801680.0,1,9,1.0,10,0.1
7826081.0,1,9,1.0,10,0.1
7826518.0,1,9,1.0,10,0.1
7827096.0,1,9,1.0,10,0.1
7831528.0,1,9,1.0,10,0.1
7871012.0,3,7,3.0,10,0.3
7888790.0,2,8,2.0,10,0.2
7889017.0,1,9,1.0,10,0.1
7944467.0,1,9,1.0,10,0.1
7950908.0,1,9,1.0,10,0.1
7981703.0,1,9,1.0,10,0.1
7997407.0,1,9,1.0,10,0.1
8010640.0,2,8,2.0,10,0.2
8065840.0,1,9,1.0,10,0.1
8098384.0,2,8,2.0,10,0.2
8111478.0,2,8,2.0,10,0.2
8163533.0,7,3,3.0,10,0.3
8164760.0,1,9,1.0,10,0.1
8175879.0,1,9,1.0,10,0.1
8185318.0,2,8,2.0,10,0.2
8208480.0,2,8,2.0,10,0.2
8233385.0,1,9,1.0,10,0.1
8255570.0,5,5,5.0,10,0.5
8259679.0,2,8,2.0,10,0.2
8272882.0,1,9,1.0,10,0.1
8313701.0,1,9,1.0,10,0.1
8323109.0,5,5,5.0,10,0.5
8323423.0,1,9,1.0,10,0.1
8324788.0,4,6,4.0,10,0.4
8336038.0,1,9,1.0,10,0.1
8346526.0,2,8,2.0,10,0.2
8347684.0,1,9,1.0,10,0.1
8351483.0,2,8,2.0,10,0.2
8354624.0,5,5,5.0,10,0.5
8356071.0,3,7,3.0,10,0.3
8357601.0,6,4,4.0,10,0.4
8357736.0,3,7,3.0,10,0.3
8359431.0,5,5,5.0,10,0.5
8386055.0,1,9,1.0,10,0.1
8404908.0,1,9,1.0,10,0.1
8424530.0,3,8,3.0,11,0.2727272727272727
8433923.0,1,9,1.0,10,0.1
8437576.0,1,9,1.0,10,0.1
8511540.0,1,9,1.0,10,0.1
8562133.0,2,8,2.0,10,0.2
8563193.0,2,8,2.0,10,0.2
8565981.0,1,9,1.0,10,0.1
8621412.0,3,7,3.0,10,0.3
8622992.0,2,8,2.0,10,0.2
8633514.0,1,9,1.0,10,0.1
8647800.0,1,9,1.0,10,0.1
8652342.0,1,9,1.0,10,0.1
8660574.0,1,9,1.0,10,0.1
8689222.0,2,8,2.0,10,0.2
8706119.0,1,11,1.0,12,0.08333333333333333
8706744.0,2,8,2.0,10,0.2
8708229.0,3,7,3.0,10,0.3
8708605.0,1,9,1.0,10,0.1
8709340.0,1,9,1.0,10,0.1
8712194.0,1,9,1.0,10,0.1
8714828.0,1,9,1.0,10,0.1
8723483.0,1,9,1.0,10,0.1
8724028.0,7,4,4.0,11,0.36363636363636365
8724769.0,1,9,1.0,10,0.1
8725515.0,5,5,5.0,10,0.5
8726172.0,4,6,4.0,10,0.4
8726328.0,3,7,3.0,10,0.3
8727175.0,1,9,1.0,10,0.1
8727187.0,1,9,1.0,10,0.1
8727268.0,2,8,2.0,10,0.2
8741518.0,1,9,1.0,10,0.1
8746794.0,1,9,1.0,10,0.1
8759672.0,1,9,1.0,10,0.1
8763569.0,1,9,1.0,10,0.1
8768929.0,5,5,5.0,10,0.5
8772699.0,2,8,2.0,10,0.2
8791465.0,1,9,1.0,10,0.1
8804835.0,1,9,1.0,10,0.1
8809377.0,4,6,4.0,10,0.4
8841793.0,1,9,1.0,10,0.1
8845780.0,7,3,3.0,10,0.3
8855349.0,2,8,2.0,10,0.2
8855554.0,6,4,4.0,10,0.4
8875065.0,1,9,1.0,10,0.1
8875274.0,3,17,3.0,20,0.15
8876353.0,1,19,1.0,20,0.05
8886447.0,1,9,1.0,10,0.1
8889810.0,1,9,1.0,10,0.1
8898615.0,2,8,2.0,10,0.2
8898827.0,3,7,3.0,10,0.3
8898868.0,1,9,1.0,10,0.1
8898892.0,4,6,4.0,10,0.4
8899112.0,5,5,5.0,10,0.5
8899166.0,3,7,3.0,10,0.3
8914033.0,4,6,4.0,10,0.4
8925594.0,6,4,4.0,10,0.4
8942766.0,4,6,4.0,10,0.4
8960885.0,1,9,1.0,10,0.1
8971984.0,3,7,3.0,10,0.3
8972653.0,3,7,3.0,10,0.3
8978979.0,1,9,1.0,10,0.1
9005225.0,1,9,1.0,10,0.1
9013935.0,1,9,1.0,10,0.1
9015121.0,2,8,2.0,10,0.2
9086510.0,1,9,1.0,10,0.1
9096917.0,1,8,1.0,9,0.1111111111111111
9103535.0,1,9,1.0,10,0.1
9151537.0,1,9,1.0,10,0.1
9192250.0,1,9,1.0,10,0.1
9207560.0,2,8,2.0,10,0.2
9243541.0,2,8,2.0,10,0.2
9260929.0,3,7,3.0,10,0.3
9273851.0,3,7,3.0,10,0.3
9284514.0,1,9,1.0,10,0.1
9287121.0,1,9,1.0,10,0.1
9292495.0,1,9,1.0,10,0.1
9296803.0,1,9,1.0,10,0.1
9308556.0,5,5,5.0,10,0.5
9318724.0,1,9,1.0,10,0.1
9319615.0,1,9,1.0,10,0.1
9333606.0,1,9,1.0,10,0.1
9339988.0,2,8,2.0,10,0.2
9341657.0,4,6,4.0,10,0.4
9367177.0,1,9,1.0,10,0.1
9369461.0,1,9,1.0,10,0.1
9373666.0,6,4,4.0,10,0.4
9380509.0,1,9,1.0,10,0.1
9383746.0,2,8,2.0,10,0.2
9388445.0,1,9,1.0,10,0.1
9396830.0,8,2,2.0,10,0.2
9401786.0,2,8,2.0,10,0.2
9428619.0,2,8,2.0,10,0.2
9436902.0,7,3,3.0,10,0.3
9441592.0,1,9,1.0,10,0.1
9442871.0,1,11,1.0,12,0.08333333333333333
9492820.0,1,9,1.0,10,0.1
9497484.0,2,8,2.0,10,0.2
9509686.0,2,8,2.0,10,0.2
9521749.0,3,7,3.0,10,0.3
9521926.0,3,7,3.0,10,0.3
9534106.0,1,9,1.0,10,0.1
9534738.0,2,8,2.0,10,0.2
9534999.0,1,9,1.0,10,0.1
9535373.0,1,9,1.0,10,0.1
9571807.0,6,4,4.0,10,0.4
9626914.0,1,9,1.0,10,0.1
9647957.0,3,7,3.0,10,0.3
9658877.0,1,9,1.0,10,0.1
9664203.0,8,2,2.0,10,0.2
9664254.0,9,1,1.0,10,0.1
9678610.0,1,7,1.0,8,0.125
9678940.0,3,7,3.0,10,0.3
9681754.0,2,8,2.0,10,0.2
9716206.0,7,3,3.0,10,0.3
9723436.0,2,8,2.0,10,0.2
9725692.0,6,4,4.0,10,0.4
9735893.0,2,8,2.0,10,0.2
9757452.0,3,7,3.0,10,0.3
9761557.0,1,9,1.0,10,0.1
9763875.0,1,9,1.0,10,0.1
9796773.0,1,9,1.0,10,0.1
9798210.0,1,9,1.0,10,0.1
9810672.0,1,9,1.0,10,0.1
9815844.0,1,9,1.0,10,0.1
9827159.0,1,9,1.0,10,0.1
9858487.0,1,9,1.0,10,0.1
9875604.0,2,8,2.0,10,0.2
9876461.0,1,9,1.0,10,0.1
9894805.0,1,9,1.0,10,0.1
9916585.0,2,8,2.0,10,0.2
9943761.0,1,9,1.0,10,0.1
9950156.0,1,9,1.0,10,0.1
9966402.0,1,9,1.0,10,0.1
10003495.0,1,9,1.0,10,0.1
10005058.0,1,9,1.0,10,0.1
10014325.0,1,9,1.0,10,0.1
10035416.0,1,9,1.0,10,0.1
10047973.0,1,9,1.0,10,0.1
10069070.0,4,6,4.0,10,0.4
10074495.0,1,9,1.0,10,0.1
10082841.0,2,8,2.0,10,0.2
10119786.0,1,9,1.0,10,0.1
10123156.0,1,9,1.0,10,0.1
10131175.0,1,9,1.0,10,0.1
10144987.0,8,2,2.0,10,0.2
10151862.0,2,8,2.0,10,0.2
10153554.0,2,8,2.0,10,0.2
10157088.0,2,8,2.0,10,0.2
10169491.0,1,9,1.0,10,0.1
10178068.0,1,9,1.0,10,0.1
10185780.0,3,7,3.0,10,0.3
10186636.0,2,8,2.0,10,0.2
10187064.0,2,8,2.0,10,0.2
10206383.0,1,9,1.0,10,0.1
10244258.0,1,9,1.0,10,0.1
10253580.0,8,2,2.0,10,0.2
10254282.0,3,7,3.0,10,0.3
10255042.0,4,6,4.0,10,0.4
10257567.0,1,9,1.0,10,0.1
10258072.0,2,8,2.0,10,0.2
10258371.0,1,9,1.0,10,0.1
10262583.0,1,9,1.0,10,0.1
10266787.0,8,2,2.0,10,0.2
10288920.0,3,7,3.0,10,0.3
10291074.0,3,7,3.0,10,0.3
10301503.0,1,9,1.0,10,0.1
10307178.0,4,6,4.0,10,0.4
10307564.0,1,9,1.0,10,0.1
10311993.0,2,8,2.0,10,0.2
10316443.0,5,5,5.0,10,0.5
10316634.0,2,8,2.0,10,0.2
10322483.0,1,9,1.0,10,0.1
10335102.0,6,4,4.0,10,0.4
10337445.0,1,9,1.0,10,0.1
10341255.0,1,9,1.0,10,0.1
10344965.0,2,8,2.0,10,0.2
10346963.0,2,8,2.0,10,0.2
10347678.0,1,9,1.0,10,0.1
10357040.0,1,9,1.0,10,0.1
10365624.0,2,9,2.0,11,0.18181818181818182
10366418.0,1,10,1.0,11,0.09090909090909091
10372876.0,3,7,3.0,10,0.3
10374903.0,1,9,1.0,10,0.1
10383786.0,1,9,1.0,10,0.1
10385225.0,1,9,1.0,10,0.1
10387769.0,1,9,1.0,10,0.1
10423171.0,1,9,1.0,10,0.1
10424130.0,5,5,5.0,10,0.5
10428165.0,2,8,2.0,10,0.2
10432264.0,1,9,1.0,10,0.1
10433897.0,1,9,1.0,10,0.1
10491092.0,3,6,3.0,9,0.3333333333333333
10493814.0,1,9,1.0,10,0.1
10496976.0,4,6,4.0,10,0.4
10511957.0,1,9,1.0,10,0.1
10532150.0,1,9,1.0,10,0.1
10551847.0,1,9,1.0,10,0.1
10562085.0,2,8,2.0,10,0.2
10563063.0,6,4,4.0,10,0.4
10564118.0,2,8,2.0,10,0.2
10574791.0,2,8,2.0,10,0.2
10586223.0,1,9,1.0,10,0.1
10596606.0,1,9,1.0,10,0.1
10600257.0,2,8,2.0,10,0.2
10600564.0,2,8,2.0,10,0.2
10618153.0,3,7,3.0,10,0.3
10620280.0,3,7,3.0,10,0.3
10638814.0,1,9,1.0,10,0.1
10651128.0,7,3,3.0,10,0.3
10654775.0,4,6,4.0,10,0.4
10665847.0,3,7,3.0,10,0.3
10681670.0,4,6,4.0,10,0.4
10682577.0,1,9,1.0,10,0.1
10707460.0,1,9,1.0,10,0.1
10711924.0,1,9,1.0,10,0.1
10716698.0,2,8,2.0,10,0.2
10741406.0,1,9,1.0,10,0.1
10756954.0,1,9,1.0,10,0.1
10765374.0,1,9,1.0,10,0.1
10787382.0,2,8,2.0,10,0.2
10809295.0,1,9,1.0,10,0.1
10850951.0,1,9,1.0,10,0.1
10861207.0,3,7,3.0,10,0.3
10874189.0,1,9,1.0,10,0.1
10878992.0,1,9,1.0,10,0.1
10900894.0,5,5,5.0,10,0.5
10918091.0,1,9,1.0,10,0.1
10949158.0,9,1,1.0,10,0.1
10952841.0,7,3,3.0,10,0.3
10965150.0,2,8,2.0,10,0.2
10987854.0,1,9,1.0,10,0.1
10990125.0,1,9,1.0,10,0.1
11002481.0,5,5,5.0,10,0.5
11006426.0,7,3,3.0,10,0.3
11010978.0,1,9,1.0,10,0.1
11026168.0,1,9,1.0,10,0.1
11044077.0,1,9,1.0,10,0.1
11046975.0,1,9,1.0,10,0.1
11059780.0,1,9,1.0,10,0.1
11064766.0,1,9,1.0,10,0.1
11101612.0,1,9,1.0,10,0.1
11117638.0,1,9,1.0,10,0.1
11121620.0,8,2,2.0,10,0.2
11132339.0,4,6,4.0,10,0.4
11132465.0,3,7,3.0,10,0.3
11132709.0,2,8,2.0,10,0.2
11162683.0,2,8,2.0,10,0.2
11165049.0,1,8,1.0,9,0.1111111111111111
11173265.0,1,9,1.0,10,0.1
11178454.0,1,9,1.0,10,0.1
11187140.0,5,5,5.0,10,0.5
11189184.0,2,8,2.0,10,0.2
11217591.0,1,9,1.0,10,0.1
11221566.0,1,9,1.0,10,0.1
11232502.0,1,9,1.0,10,0.1
11260677.0,2,8,2.0,10,0.2
11267227.0,2,9,2.0,11,0.18181818181818182
11272657.0,1,9,1.0,10,0.1
11279670.0,1,9,1.0,10,0.1
11287580.0,1,9,1.0,10,0.1
11292828.0,2,8,2.0,10,0.2
11306974.0,1,9,1.0,10,0.1
11337226.0,2,8,2.0,10,0.2
11341986.0,1,9,1.0,10,0.1
11364852.0,1,9,1.0,10,0.1
11366400.0,1,9,1.0,10,0.1
11377157.0,1,9,1.0,10,0.1
11378881.0,3,7,3.0,10,0.3
11386168.0,1,9,1.0,10,0.1
11395076.0,1,9,1.0,10,0.1
11427891.0,1,9,1.0,10,0.1
11432947.0,3,7,3.0,10,0.3
11436249.0,7,3,3.0,10,0.3
11462967.0,9,2,2.0,11,0.18181818181818182
11477999.0,1,9,1.0,10,0.1
11495353.0,2,8,2.0,10,0.2
11495491.0,3,7,3.0,10,0.3
11495735.0,2,8,2.0,10,0.2
11495928.0,5,5,5.0,10,0.5
11507472.0,5,5,5.0,10,0.5
11528942.0,1,9,1.0,10,0.1
11573496.0,7,3,3.0,10,0.3
11579200.0,1,9,1.0,10,0.1
11579325.0,1,9,1.0,10,0.1
11585040.0,5,5,5.0,10,0.5
11641328.0,4,6,4.0,10,0.4
11647582.0,5,5,5.0,10,0.5
11673744.0,8,2,2.0,10,0.2
11674830.0,1,9,1.0,10,0.1
11681871.0,1,9,1.0,10,0.1
11687201.0,1,9,1.0,10,0.1
11692350.0,3,7,3.0,10,0.3
11697699.0,1,9,1.0,10,0.1
11701651.0,9,1,1.0,10,0.1
11707105.0,1,9,1.0,10,0.1
11714012.0,2,8,2.0,10,0.2
11718214.0,9,1,1.0,10,0.1
11720728.0,6,4,4.0,10,0.4
11723163.0,7,3,3.0,10,0.3
11733584.0,1,9,1.0,10,0.1
11737031.0,1,9,1.0,10,0.1
11748867.0,8,2,2.0,10,0.2
11749059.0,2,8,2.0,10,0.2
11758218.0,7,3,3.0,10,0.3
11761819.0,3,7,3.0,10,0.3
11787341.0,1,9,1.0,10,0.1
11794642.0,11,2,2.0,13,0.15384615384615385
11800674.0,8,2,2.0,10,0.2
11802430.0,6,4,4.0,10,0.4
11802537.0,7,4,4.0,11,0.36363636363636365
11821192.0,6,4,4.0,10,0.4
11824482.0,1,9,1.0,10,0.1
11829970.0,1,9,1.0,10,0.1
11845450.0,1,9,1.0,10,0.1
11854405.0,1,9,1.0,10,0.1
11863335.0,2,8,2.0,10,0.2
11871662.0,1,9,1.0,10,0.1
11908601.0,1,9,1.0,10,0.1
11936918.0,1,9,1.0,10,0.1
