rev_id,num_workers_labelling_yes,num_workers_labelling_no,num_workers_disagree,total_labellers,percent_disagree
3132477,1,9,1.0,10,0.1
3148037,6,14,6.0,20,0.3
3154173,2,8,2.0,10,0.2
3156619,2,16,2.0,18,0.1111111111111111
3218970,1,18,1.0,19,0.05263157894736842
3224969,2,6,2.0,8,0.25
3360621,1,9,1.0,10,0.1
3494080,1,8,1.0,9,0.1111111111111111
3525676,1,7,1.0,8,0.125
3568531,2,14,2.0,16,0.125
3578859,2,8,2.0,10,0.2
3592470,1,17,1.0,18,0.05555555555555555
3604206,1,9,1.0,10,0.1
3607710,1,8,1.0,9,0.1111111111111111
3637110,2,8,2.0,10,0.2
3720681,2,18,2.0,20,0.1
3734468,3,16,3.0,19,0.15789473684210525
3793165,1,9,1.0,10,0.1
3798128,1,8,1.0,9,0.1111111111111111
3824980,3,7,3.0,10,0.3
3897107,7,11,7.0,18,0.3888888888888889
3913164,1,18,1.0,19,0.05263157894736842
3925539,2,18,2.0,20,0.1
3990296,1,8,1.0,9,0.1111111111111111
4054247,1,18,1.0,19,0.05263157894736842
4094616,1,18,1.0,19,0.05263157894736842
4117580,2,8,2.0,10,0.2
4126589,2,16,2.0,18,0.1111111111111111
4132387,1,18,1.0,19,0.05263157894736842
4252057,1,9,1.0,10,0.1
4322944,2,18,2.0,20,0.1
4334457,2,8,2.0,10,0.2
4342815,2,7,2.0,9,0.2222222222222222
4463018,1,9,1.0,10,0.1
4480909,1,19,1.0,20,0.05
4530607,1,7,1.0,8,0.125
4600597,1,17,1.0,18,0.05555555555555555
4619883,3,6,3.0,9,0.3333333333333333
4632658,9,1,1.0,10,0.1
4790512,1,7,1.0,8,0.125
4843236,2,7,2.0,9,0.2222222222222222
4864279,6,11,6.0,17,0.35294117647058826
4876796,1,8,1.0,9,0.1111111111111111
4898172,1,9,1.0,10,0.1
5085524,1,18,1.0,19,0.05263157894736842
5097249,1,18,1.0,19,0.05263157894736842
5107418,1,17,1.0,18,0.05555555555555555
5108359,3,16,3.0,19,0.15789473684210525
5155366,1,7,1.0,8,0.125
5252559,1,9,1.0,10,0.1
5262377,1,8,1.0,9,0.1111111111111111
5320312,1,9,1.0,10,0.1
5387066,1,8,1.0,9,0.1111111111111111
5414702,2,18,2.0,20,0.1
5417906,1,17,1.0,18,0.05555555555555555
5459395,1,17,1.0,18,0.05555555555555555
5571217,1,18,1.0,19,0.05263157894736842
5603627,6,13,6.0,19,0.3157894736842105
5619479,1,18,1.0,19,0.05263157894736842
5623886,1,8,1.0,9,0.1111111111111111
5635120,1,16,1.0,17,0.058823529411764705
5643793,1,17,1.0,18,0.05555555555555555
5646320,3,16,3.0,19,0.15789473684210525
5671785,1,7,1.0,8,0.125
5766110,2,16,2.0,18,0.1111111111111111
5838638,2,7,2.0,9,0.2222222222222222
5840678,1,9,1.0,10,0.1
5857640,1,18,1.0,19,0.05263157894736842
5902358,1,9,1.0,10,0.1
5983299,1,9,1.0,10,0.1
6072317,1,8,1.0,9,0.1111111111111111
6085331,1,18,1.0,19,0.05263157894736842
6201487,9,9,9.0,18,0.5
6227228,1,19,1.0,20,0.05
6473887,2,7,2.0,9,0.2222222222222222
6485710,1,18,1.0,19,0.05263157894736842
6545332,9,1,1.0,10,0.1
6545351,7,3,3.0,10,0.3
6561426,2,8,2.0,10,0.2
6575074,1,17,1.0,18,0.05555555555555555
6612651,1,18,1.0,19,0.05263157894736842
6683326,1,9,1.0,10,0.1
6738513,1,18,1.0,19,0.05263157894736842
6739098,1,9,1.0,10,0.1
6742878,1,18,1.0,19,0.05263157894736842
6801519,1,9,1.0,10,0.1
6813383,1,7,1.0,8,0.125
6832933,2,17,2.0,19,0.10526315789473684
6902391,1,9,1.0,10,0.1
6984093,1,18,1.0,19,0.05263157894736842
7034125,1,9,1.0,10,0.1
7132903,1,8,1.0,9,0.1111111111111111
7189227,2,6,2.0,8,0.25
7422051,2,7,2.0,9,0.2222222222222222
7423111,2,6,2.0,8,0.25
7427711,1,9,1.0,10,0.1
7433478,1,8,1.0,9,0.1111111111111111
7586127,3,17,3.0,20,0.15
7588842,1,19,1.0,20,0.05
7826081,2,7,2.0,9,0.2222222222222222
7829616,3,7,3.0,10,0.3
7838300,2,18,2.0,20,0.1
7838899,1,17,1.0,18,0.05555555555555555
7871012,2,8,2.0,10,0.2
7914310,1,19,1.0,20,0.05
7977970,7,3,3.0,10,0.3
8053756,1,19,1.0,20,0.05
8096614,1,8,1.0,9,0.1111111111111111
8102355,1,17,1.0,18,0.05555555555555555
8126037,1,16,1.0,17,0.058823529411764705
8163533,3,6,3.0,9,0.3333333333333333
8175879,2,8,2.0,10,0.2
8229236,1,8,1.0,9,0.1111111111111111
8247331,1,18,1.0,19,0.05263157894736842
8260547,1,8,1.0,9,0.1111111111111111
8271742,1,9,1.0,10,0.1
8284251,8,9,8.0,17,0.47058823529411764
8297471,1,9,1.0,10,0.1
8310740,4,5,4.0,9,0.4444444444444444
8323109,2,7,2.0,9,0.2222222222222222
8324788,1,7,1.0,8,0.125
8336206,2,8,2.0,10,0.2
8346526,1,8,1.0,9,0.1111111111111111
8347658,1,8,1.0,9,0.1111111111111111
8347684,2,7,2.0,9,0.2222222222222222
8350378,1,9,1.0,10,0.1
8351483,2,8,2.0,10,0.2
8354624,4,6,4.0,10,0.4
8356071,2,6,2.0,8,0.25
8357601,5,5,5.0,10,0.5
8357736,4,5,4.0,9,0.4444444444444444
8359431,6,4,4.0,10,0.4
8371531,1,8,1.0,9,0.1111111111111111
8375796,1,19,1.0,20,0.05
8424530,1,9,1.0,10,0.1
8621412,3,6,3.0,9,0.3333333333333333
8622992,2,7,2.0,9,0.2222222222222222
8624535,1,8,1.0,9,0.1111111111111111
8644708,1,19,1.0,20,0.05
8647800,1,8,1.0,9,0.1111111111111111
8651698,1,8,1.0,9,0.1111111111111111
8708229,3,7,3.0,10,0.3
8721576,2,8,2.0,10,0.2
8723181,1,9,1.0,10,0.1
8724028,8,2,2.0,10,0.2
8724769,2,7,2.0,9,0.2222222222222222
8725515,3,7,3.0,10,0.3
8726172,2,7,2.0,9,0.2222222222222222
8726328,4,4,4.0,8,0.5
8727175,1,9,1.0,10,0.1
8727268,1,9,1.0,10,0.1
8740748,2,7,2.0,9,0.2222222222222222
8768929,3,7,3.0,10,0.3
8772699,2,6,2.0,8,0.25
8809377,1,9,1.0,10,0.1
8845700,8,2,2.0,10,0.2
8845736,9,1,1.0,10,0.1
8845780,4,6,4.0,10,0.4
8855349,1,9,1.0,10,0.1
8855444,3,7,3.0,10,0.3
8855554,3,7,3.0,10,0.3
8875274,3,34,3.0,37,0.08108108108108109
8876353,2,18,2.0,20,0.1
8894790,1,19,1.0,20,0.05
8898827,1,15,1.0,16,0.0625
8898868,4,6,4.0,10,0.4
8898892,3,6,3.0,9,0.3333333333333333
8899112,14,16,14.0,30,0.4666666666666667
8899166,4,6,4.0,10,0.4
8925594,3,7,3.0,10,0.3
8942766,1,9,1.0,10,0.1
8971984,2,7,2.0,9,0.2222222222222222
8972653,8,21,8.0,29,0.27586206896551724
8997245,3,7,3.0,10,0.3
9021595,1,8,1.0,9,0.1111111111111111
9081074,2,16,2.0,18,0.1111111111111111
9102140,1,19,1.0,20,0.05
9109054,1,18,1.0,19,0.05263157894736842
9113920,1,8,1.0,9,0.1111111111111111
9142673,2,18,2.0,20,0.1
9149908,1,9,1.0,10,0.1
9151537,8,22,8.0,30,0.26666666666666666
9185986,3,16,3.0,19,0.15789473684210525
9220314,1,19,1.0,20,0.05
9240848,1,8,1.0,9,0.1111111111111111
9253580,1,18,1.0,19,0.05263157894736842
9260929,1,9,1.0,10,0.1
9273851,2,8,2.0,10,0.2
9299458,1,9,1.0,10,0.1
9308556,5,5,5.0,10,0.5
9311712,1,8,1.0,9,0.1111111111111111
9318724,1,8,1.0,9,0.1111111111111111
9338953,1,9,1.0,10,0.1
9339988,2,7,2.0,9,0.2222222222222222
9341657,4,15,4.0,19,0.21052631578947367
9362147,1,9,1.0,10,0.1
9373666,3,7,3.0,10,0.3
9374760,1,17,1.0,18,0.05555555555555555
9396830,9,1,1.0,10,0.1
9401786,1,9,1.0,10,0.1
9401961,3,7,3.0,10,0.3
9436902,2,7,2.0,9,0.2222222222222222
9521749,1,9,1.0,10,0.1
9521926,5,4,4.0,9,0.4444444444444444
9534106,2,8,2.0,10,0.2
9534738,2,7,2.0,9,0.2222222222222222
9535373,1,9,1.0,10,0.1
9536253,1,7,1.0,8,0.125
9581608,1,7,1.0,8,0.125
9604432,5,5,5.0,10,0.5
9620943,1,18,1.0,19,0.05263157894736842
9664203,9,1,1.0,10,0.1
9666832,1,9,1.0,10,0.1
9678610,3,7,3.0,10,0.3
9678940,4,6,4.0,10,0.4
9680071,2,8,2.0,10,0.2
9681754,1,9,1.0,10,0.1
9716206,2,8,2.0,10,0.2
9722653,5,5,5.0,10,0.5
9725692,5,3,3.0,8,0.375
9735893,9,18,9.0,27,0.3333333333333333
9761129,1,9,1.0,10,0.1
9806726,2,7,2.0,9,0.2222222222222222
9810672,1,9,1.0,10,0.1
9815844,1,8,1.0,9,0.1111111111111111
9818373,1,9,1.0,10,0.1
9858487,2,8,2.0,10,0.2
9862371,1,8,1.0,9,0.1111111111111111
9875604,2,8,2.0,10,0.2
9885273,1,18,1.0,19,0.05263157894736842
9916585,4,4,4.0,8,0.5
9934407,1,8,1.0,9,0.1111111111111111
9936104,3,17,3.0,20,0.15
9944737,1,8,1.0,9,0.1111111111111111
9945512,2,8,2.0,10,0.2
9963275,5,12,5.0,17,0.29411764705882354
9969256,1,8,1.0,9,0.1111111111111111
10014218,4,6,4.0,10,0.4
10014426,4,16,4.0,20,0.2
10020786,1,19,1.0,20,0.05
10056809,1,9,1.0,10,0.1
10074898,2,8,2.0,10,0.2
10119786,1,8,1.0,9,0.1111111111111111
10131175,1,9,1.0,10,0.1
10144987,7,2,2.0,9,0.2222222222222222
10168542,1,18,1.0,19,0.05263157894736842
10169491,2,8,2.0,10,0.2
10185780,3,6,3.0,9,0.3333333333333333
10186636,5,5,5.0,10,0.5
10187064,5,5,5.0,10,0.5
10229119,1,9,1.0,10,0.1
10253580,7,3,3.0,10,0.3
10254282,2,8,2.0,10,0.2
10255042,5,4,4.0,9,0.4444444444444444
10258072,7,11,7.0,18,0.3888888888888889
10266890,8,2,2.0,10,0.2
10275650,1,18,1.0,19,0.05263157894736842
10288920,5,5,5.0,10,0.5
10307178,2,7,2.0,9,0.2222222222222222
10307564,2,8,2.0,10,0.2
10311993,2,7,2.0,9,0.2222222222222222
10316634,4,6,4.0,10,0.4
10335102,7,3,3.0,10,0.3
10337445,1,9,1.0,10,0.1
10343777,2,6,2.0,8,0.25
10346963,4,5,4.0,9,0.4444444444444444
10347678,1,8,1.0,9,0.1111111111111111
10365624,3,6,3.0,9,0.3333333333333333
10372876,4,6,4.0,10,0.4
10393751,1,17,1.0,18,0.05555555555555555
10411449,1,9,1.0,10,0.1
10424130,1,9,1.0,10,0.1
10444014,1,9,1.0,10,0.1
10445065,1,9,1.0,10,0.1
10458527,3,7,3.0,10,0.3
10470096,5,22,5.0,27,0.18518518518518517
10471642,2,8,2.0,10,0.2
10480561,1,8,1.0,9,0.1111111111111111
10493814,1,9,1.0,10,0.1
10496976,4,11,4.0,15,0.26666666666666666
10511957,1,9,1.0,10,0.1
10513330,1,8,1.0,9,0.1111111111111111
10515880,1,9,1.0,10,0.1
10528666,2,17,2.0,19,0.10526315789473684
10532150,11,19,11.0,30,0.36666666666666664
10533233,2,8,2.0,10,0.2
10550156,8,20,8.0,28,0.2857142857142857
10551712,2,17,2.0,19,0.10526315789473684
10559080,1,17,1.0,18,0.05555555555555555
10563063,4,6,4.0,10,0.4
10564118,2,8,2.0,10,0.2
10574791,3,14,3.0,17,0.17647058823529413
10586223,1,9,1.0,10,0.1
10596606,3,7,3.0,10,0.3
10600564,4,6,4.0,10,0.4
10613488,2,18,2.0,20,0.1
10620280,5,5,5.0,10,0.5
10638814,1,9,1.0,10,0.1
10654775,7,13,7.0,20,0.35
10663882,1,9,1.0,10,0.1
10711924,2,6,2.0,8,0.25
10787382,2,8,2.0,10,0.2
10809295,1,8,1.0,9,0.1111111111111111
10850951,1,9,1.0,10,0.1
10855810,1,9,1.0,10,0.1
10874189,1,8,1.0,9,0.1111111111111111
10876924,1,9,1.0,10,0.1
10900894,5,4,4.0,9,0.4444444444444444
10936236,1,18,1.0,19,0.05263157894736842
10952841,7,2,2.0,9,0.2222222222222222
10960049,1,9,1.0,10,0.1
11002481,5,5,5.0,10,0.5
11006426,4,6,4.0,10,0.4
11010978,4,5,4.0,9,0.4444444444444444
11015351,2,7,2.0,9,0.2222222222222222
11060652,1,9,1.0,10,0.1
11101612,2,6,2.0,8,0.25
11106931,1,9,1.0,10,0.1
11127070,1,8,1.0,9,0.1111111111111111
11132339,2,7,2.0,9,0.2222222222222222
11135750,4,23,4.0,27,0.14814814814814814
11162629,2,8,2.0,10,0.2
11162683,4,6,4.0,10,0.4
11187140,5,4,4.0,9,0.4444444444444444
11189184,3,7,3.0,10,0.3
11221566,1,8,1.0,9,0.1111111111111111
11238715,1,9,1.0,10,0.1
11280468,1,8,1.0,9,0.1111111111111111
11292828,1,18,1.0,19,0.05263157894736842
11356470,1,8,1.0,9,0.1111111111111111
11385805,1,8,1.0,9,0.1111111111111111
11426030,1,9,1.0,10,0.1
11436249,3,7,3.0,10,0.3
11439343,3,14,3.0,17,0.17647058823529413
11439491,1,18,1.0,19,0.05263157894736842
11452162,1,9,1.0,10,0.1
11462967,14,5,5.0,19,0.2631578947368421
11495353,1,9,1.0,10,0.1
11495491,1,7,1.0,8,0.125
11495735,3,6,3.0,9,0.3333333333333333
11495928,4,6,4.0,10,0.4
11498126,1,9,1.0,10,0.1
11498359,2,7,2.0,9,0.2222222222222222
11507472,5,5,5.0,10,0.5
11528942,7,23,7.0,30,0.23333333333333334
11573496,7,3,3.0,10,0.3
11579325,3,7,3.0,10,0.3
11585040,4,5,4.0,9,0.4444444444444444
11627302,1,9,1.0,10,0.1
11633327,1,17,1.0,18,0.05555555555555555
11673744,18,2,2.0,20,0.1
11681871,2,8,2.0,10,0.2
11687201,2,7,2.0,9,0.2222222222222222
11707105,1,9,1.0,10,0.1
11714012,1,9,1.0,10,0.1
11714246,2,27,2.0,29,0.06896551724137931
11718214,5,5,5.0,10,0.5
11720728,5,5,5.0,10,0.5
11723163,4,6,4.0,10,0.4
11726597,1,9,1.0,10,0.1
11727214,1,8,1.0,9,0.1111111111111111
11748867,7,3,3.0,10,0.3
11753197,2,18,2.0,20,0.1
11753340,2,8,2.0,10,0.2
11757947,7,3,3.0,10,0.3
11773901,2,7,2.0,9,0.2222222222222222
11794642,9,1,1.0,10,0.1
11800674,12,7,7.0,19,0.3684210526315789
11802537,4,16,4.0,20,0.2
11812079,3,7,3.0,10,0.3
11821192,3,7,3.0,10,0.3
11829970,2,8,2.0,10,0.2
11845147,1,8,1.0,9,0.1111111111111111
11847422,2,8,2.0,10,0.2
11852258,1,19,1.0,20,0.05
11878415,1,9,1.0,10,0.1
11904523,4,6,4.0,10,0.4
11957964,6,4,4.0,10,0.4
11969110,1,9,1.0,10,0.1
11970378,2,7,2.0,9,0.2222222222222222
11989150,5,13,5.0,18,0.2777777777777778
11995757,1,9,1.0,10,0.1
11995952,2,6,2.0,8,0.25
11996986,4,6,4.0,10,0.4
11997463,5,4,4.0,9,0.4444444444444444
12012614,4,22,4.0,26,0.15384615384615385
12036493,6,4,4.0,10,0.4
12036834,1,9,1.0,10,0.1
12037079,6,23,6.0,29,0.20689655172413793
12163472,1,9,1.0,10,0.1
12179805,3,13,3.0,16,0.1875
12193560,1,17,1.0,18,0.05555555555555555
12208967,4,16,4.0,20,0.2
12220663,2,8,2.0,10,0.2
12263623,1,8,1.0,9,0.1111111111111111
12305047,1,28,1.0,29,0.034482758620689655
12317938,4,6,4.0,10,0.4
12321722,1,19,1.0,20,0.05
12348023,9,1,1.0,10,0.1
12441614,1,8,1.0,9,0.1111111111111111
12476659,1,9,1.0,10,0.1
12529530,1,19,1.0,20,0.05
12549697,3,5,3.0,8,0.375
12556324,1,9,1.0,10,0.1
12566441,5,4,4.0,9,0.4444444444444444
12574555,1,19,1.0,20,0.05
12596397,5,4,4.0,9,0.4444444444444444
12626921,1,7,1.0,8,0.125
12638956,4,5,4.0,9,0.4444444444444444
12639298,2,8,2.0,10,0.2
12639381,3,7,3.0,10,0.3
12645382,1,18,1.0,19,0.05263157894736842
12673579,5,15,5.0,20,0.25
12676066,6,3,3.0,9,0.3333333333333333
12676332,1,8,1.0,9,0.1111111111111111
12678317,5,4,4.0,9,0.4444444444444444
12683372,6,4,4.0,10,0.4
12696870,5,5,5.0,10,0.5
12729384,1,9,1.0,10,0.1
12740225,2,17,2.0,19,0.10526315789473684
12768535,2,7,2.0,9,0.2222222222222222
12773284,2,7,2.0,9,0.2222222222222222
12778686,2,6,2.0,8,0.25
12807839,8,1,1.0,9,0.1111111111111111
12807978,4,6,4.0,10,0.4
12808386,12,16,12.0,28,0.42857142857142855
12816569,1,8,1.0,9,0.1111111111111111
12823018,4,4,4.0,8,0.5
12827482,1,8,1.0,9,0.1111111111111111
12835702,4,5,4.0,9,0.4444444444444444
12838931,3,6,3.0,9,0.3333333333333333
12839443,1,9,1.0,10,0.1
12861625,1,9,1.0,10,0.1
12862196,2,8,2.0,10,0.2
12862825,1,9,1.0,10,0.1
12864990,3,13,3.0,16,0.1875
12881870,4,6,4.0,10,0.4
12882735,11,17,11.0,28,0.39285714285714285
12911021,1,8,1.0,9,0.1111111111111111
12930390,2,8,2.0,10,0.2
12970810,2,8,2.0,10,0.2
12971004,1,9,1.0,10,0.1
12978585,1,8,1.0,9,0.1111111111111111
12978832,3,5,3.0,8,0.375
12978864,2,8,2.0,10,0.2
12978893,3,7,3.0,10,0.3
12978951,2,7,2.0,9,0.2222222222222222
13019178,2,18,2.0,20,0.1
13068736,1,9,1.0,10,0.1
13099407,1,9,1.0,10,0.1
13105744,1,18,1.0,19,0.05263157894736842
13161398,4,5,4.0,9,0.4444444444444444
13189331,1,8,1.0,9,0.1111111111111111
13202156,1,9,1.0,10,0.1
13203038,4,5,4.0,9,0.4444444444444444
13204994,2,17,2.0,19,0.10526315789473684
13211609,1,9,1.0,10,0.1
13240647,1,9,1.0,10,0.1
13247352,9,1,1.0,10,0.1
13247734,9,1,1.0,10,0.1
13247852,7,3,3.0,10,0.3
13262553,6,4,4.0,10,0.4
13262595,1,9,1.0,10,0.1
13272383,2,8,2.0,10,0.2
13339568,4,15,4.0,19,0.21052631578947367
13428817,1,18,1.0,19,0.05263157894736842
13451848,6,4,4.0,10,0.4
13453224,19,10,10.0,29,0.3448275862068966
13453964,1,8,1.0,9,0.1111111111111111
13453990,1,9,1.0,10,0.1
13455190,1,9,1.0,10,0.1
13455941,3,7,3.0,10,0.3
13457220,2,7,2.0,9,0.2222222222222222
13457421,3,7,3.0,10,0.3
13457588,1,9,1.0,10,0.1
13457742,2,7,2.0,9,0.2222222222222222
13458098,2,7,2.0,9,0.2222222222222222
13458289,5,4,4.0,9,0.4444444444444444
13485460,2,7,2.0,9,0.2222222222222222
13549358,2,18,2.0,20,0.1
13555211,4,6,4.0,10,0.4
13557825,2,16,2.0,18,0.1111111111111111
13561456,2,8,2.0,10,0.2
13579696,1,9,1.0,10,0.1
13586692,6,4,4.0,10,0.4
13589801,1,9,1.0,10,0.1
13594645,2,8,2.0,10,0.2
13602839,7,3,3.0,10,0.3
13612399,1,9,1.0,10,0.1
13631118,1,9,1.0,10,0.1
13634801,1,19,1.0,20,0.05
13653846,1,8,1.0,9,0.1111111111111111
13654968,3,7,3.0,10,0.3
13726677,2,17,2.0,19,0.10526315789473684
13729887,2,8,2.0,10,0.2
13738030,1,8,1.0,9,0.1111111111111111
13750384,4,6,4.0,10,0.4
13760972,2,8,2.0,10,0.2
13761965,4,6,4.0,10,0.4
13827098,2,18,2.0,20,0.1
13897335,1,28,1.0,29,0.034482758620689655
13913220,1,8,1.0,9,0.1111111111111111
13933503,4,15,4.0,19,0.21052631578947367
13933538,7,3,3.0,10,0.3
13942489,1,9,1.0,10,0.1
13942942,1,9,1.0,10,0.1
13961138,8,2,2.0,10,0.2
13961396,1,9,1.0,10,0.1
13961594,1,9,1.0,10,0.1
13962065,2,8,2.0,10,0.2
13964043,8,2,2.0,10,0.2
13964297,4,6,4.0,10,0.4
13973655,3,7,3.0,10,0.3
13981162,5,5,5.0,10,0.5
14008252,1,8,1.0,9,0.1111111111111111
14042834,2,8,2.0,10,0.2
14135664,2,16,2.0,18,0.1111111111111111
14164329,2,18,2.0,20,0.1
14185242,1,9,1.0,10,0.1
14206081,3,7,3.0,10,0.3
14216265,2,8,2.0,10,0.2
14216292,4,5,4.0,9,0.4444444444444444
14240747,8,2,2.0,10,0.2
14242297,6,4,4.0,10,0.4
14287194,2,8,2.0,10,0.2
14297595,4,15,4.0,19,0.21052631578947367
14319147,1,17,1.0,18,0.05555555555555555
14328899,1,9,1.0,10,0.1
14329245,5,5,5.0,10,0.5
14331005,4,4,4.0,8,0.5
14331158,6,3,3.0,9,0.3333333333333333
14339335,1,9,1.0,10,0.1
14363931,8,1,1.0,9,0.1111111111111111
14441986,1,9,1.0,10,0.1
14470035,1,8,1.0,9,0.1111111111111111
14471233,2,18,2.0,20,0.1
14474906,1,8,1.0,9,0.1111111111111111
14559217,1,18,1.0,19,0.05263157894736842
14567768,1,8,1.0,9,0.1111111111111111
14626127,1,8,1.0,9,0.1111111111111111
14677059,1,7,1.0,8,0.125
14722902,1,9,1.0,10,0.1
14742964,1,19,1.0,20,0.05
14746161,1,17,1.0,18,0.05555555555555555
14769182,9,1,1.0,10,0.1
14810140,1,17,1.0,18,0.05555555555555555
14841177,1,9,1.0,10,0.1
14858287,1,7,1.0,8,0.125
14871870,1,18,1.0,19,0.05263157894736842
14879496,3,7,3.0,10,0.3
14888380,6,3,3.0,9,0.3333333333333333
14889112,26,1,1.0,27,0.037037037037037035
14889558,3,7,3.0,10,0.3
14890343,4,5,4.0,9,0.4444444444444444
14891794,3,7,3.0,10,0.3
14892821,1,9,1.0,10,0.1
14898275,1,9,1.0,10,0.1
14974031,1,8,1.0,9,0.1111111111111111
15011483,1,8,1.0,9,0.1111111111111111
15041981,1,9,1.0,10,0.1
15073011,5,3,3.0,8,0.375
15075911,1,9,1.0,10,0.1
15095499,2,8,2.0,10,0.2
15119523,4,6,4.0,10,0.4
15124357,4,6,4.0,10,0.4
15124754,6,4,4.0,10,0.4
15131213,2,25,2.0,27,0.07407407407407407
15154385,5,5,5.0,10,0.5
15171639,6,4,4.0,10,0.4
15208942,26,3,3.0,29,0.10344827586206896
15209210,7,1,1.0,8,0.125
15221245,1,9,1.0,10,0.1
15223238,7,1,1.0,8,0.125
15242161,2,8,2.0,10,0.2
15242515,3,23,3.0,26,0.11538461538461539
15243943,5,23,5.0,28,0.17857142857142858
15266966,1,9,1.0,10,0.1
15267304,1,9,1.0,10,0.1
15267642,5,5,5.0,10,0.5
15267826,26,3,3.0,29,0.10344827586206896
15287880,3,7,3.0,10,0.3
15298790,3,7,3.0,10,0.3
15302782,1,9,1.0,10,0.1
15303727,6,4,4.0,10,0.4
15304342,5,14,5.0,19,0.2631578947368421
15307844,1,8,1.0,9,0.1111111111111111
15308779,2,8,2.0,10,0.2
15308950,1,9,1.0,10,0.1
15325648,1,9,1.0,10,0.1
15328165,7,3,3.0,10,0.3
15328403,6,2,2.0,8,0.25
15328560,8,2,2.0,10,0.2
15337731,2,6,2.0,8,0.25
15341970,3,7,3.0,10,0.3
15352954,2,8,2.0,10,0.2
15370893,2,8,2.0,10,0.2
15379302,1,8,1.0,9,0.1111111111111111
15401467,1,17,1.0,18,0.05555555555555555
15420680,5,5,5.0,10,0.5
15451520,4,5,4.0,9,0.4444444444444444
15456873,2,8,2.0,10,0.2
15464876,3,6,3.0,9,0.3333333333333333
15509220,2,8,2.0,10,0.2
15509443,3,7,3.0,10,0.3
15553093,3,5,3.0,8,0.375
15553102,9,1,1.0,10,0.1
15555475,1,8,1.0,9,0.1111111111111111
15559055,6,4,4.0,10,0.4
15559463,4,6,4.0,10,0.4
15559682,1,9,1.0,10,0.1
15560051,1,9,1.0,10,0.1
15562274,1,8,1.0,9,0.1111111111111111
15578040,1,8,1.0,9,0.1111111111111111
15607149,6,4,4.0,10,0.4
15610923,3,5,3.0,8,0.375
15620788,5,4,4.0,9,0.4444444444444444
15628575,2,7,2.0,9,0.2222222222222222
15635808,1,18,1.0,19,0.05263157894736842
15635983,1,8,1.0,9,0.1111111111111111
15645270,1,9,1.0,10,0.1
15654107,1,7,1.0,8,0.125
15655221,1,8,1.0,9,0.1111111111111111
15656629,1,9,1.0,10,0.1
15660772,9,1,1.0,10,0.1
